name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Algiers,Algeria",2021-08-13T21:00:00,80.6,87.1,77,88.84,0,0,,,,,8.1,60,1019,0,6.2,0,,0,,Clear,clear-night,"60390099999,DAAG"
"Algiers,Algeria",2021-08-13T22:00:00,80.2,86.3,77.3,90.96,0,0,,,,,4.7,40,1018.1,13.6,4.3,0,,0,,Clear,clear-night,"60371099999,60381099999,60369099999,60372099999,60394099999,60374099999"
"Algiers,Algeria",2021-08-13T23:00:00,78.8,78.8,77,94.23,0,0,,,,,3.4,20,1019,0,5,0,,0,,Clear,clear-night,"60390099999,DAAG"
"Algiers,Algeria",2021-08-14T00:00:00,77,77,75.2,94.19,0,0,,,,,3.4,70,1019,0,4.3,0,,0,,Clear,clear-night,"60390099999,DAAG"
"Algiers,Algeria",2021-08-14T01:00:00,77.9,77.9,75.7,92.79,0,0,,,,,0.2,14,1017.3,57.2,3.8,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,60369099999,DAAG"
"Algiers,Algeria",2021-08-14T02:00:00,78.8,78.8,77,94.23,0,0,,,,,4.7,350,1018,0,4.3,0,,0,,Clear,clear-night,"60390099999,DAAG"
"Algiers,Algeria",2021-08-14T03:00:00,77,77,75.2,94.19,0,0,,,,,3.4,10,1018,27.7,1.2,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,DAAG"
"Algiers,Algeria",2021-08-14T04:00:00,77.7,77.7,73,85.65,0,0,,,,,2.2,360,1016.5,24.5,3.7,0,,0,,Partially cloudy,partly-cloudy-night,"60371099999,60381099999,60369099999,60372099999,60394099999,60374099999"
"Algiers,Algeria",2021-08-14T05:00:00,75.2,75.2,75.2,100,0,0,,,,,0,0,1018,27.7,0,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,DAAG"
"Algiers,Algeria",2021-08-14T06:00:00,77,77,75.2,94.19,0,0,,,,,5.8,20,1019,50,0.6,41.5,0.1,0,,Partially cloudy,fog,"60390099999,DAAG"
"Algiers,Algeria",2021-08-14T07:00:00,77.2,77.2,74.8,92.07,0,0,,,,,3.4,99,1017.5,85.8,4.1,203.8,0.7,2,,Partially cloudy,partly-cloudy-day,"60390099999,60415099999,60437099999,60369099999,DAAG"
"Algiers,Algeria",2021-08-14T08:00:00,78.8,78.8,75.2,88.76,0,0,,,,,2.2,176.9,1019,50,1.2,402.5,1.4,4,,Partially cloudy,partly-cloudy-day,"60390099999,DAAG"
"Algiers,Algeria",2021-08-14T09:00:00,84.2,92.5,75.2,74.47,0,0,,,,,1.1,30.6,1018,27.7,1.9,591.8,2.1,6,,Partially cloudy,partly-cloudy-day,"60390099999,DAAG"
"Algiers,Algeria",2021-08-14T10:00:00,85.6,98,78.2,78.59,0,0,,,,,5.3,34,1017.1,10.9,4.3,732.3,2.6,7,,Clear,clear-day,"60371099999,60381099999,60369099999,60372099999,60394099999,60374099999"
"Algiers,Algeria",2021-08-14T11:00:00,93.2,99.2,69.8,46.71,0,0,,,,,3.4,340,1018,0,6.2,850.3,3.1,9,,Clear,clear-day,"60390099999,DAAG"
"Algiers,Algeria",2021-08-14T12:00:00,93.2,99.2,69.8,46.71,0,0,,,,,9.2,350,1018,0,6.2,915.3,3.3,9,,Clear,clear-day,"60390099999,DAAG"
"Algiers,Algeria",2021-08-14T13:00:00,82.6,90.8,76.4,81.64,0,0,,,,,7,37,1016.9,9.5,5.1,916.3,3.3,9,,Clear,clear-day,"60390099999,60415099999,60437099999,60369099999,DAAG"
"Algiers,Algeria",2021-08-14T14:00:00,95,103.2,71.6,46.97,0,0,,,,,8.1,10,1018,0,6.2,826,3,8,,Clear,clear-day,"60390099999,DAAG"
"Algiers,Algeria",2021-08-14T15:00:00,95,105.2,73.4,49.91,0,0,,,,,9.2,10,1017,0,6.2,681.3,2.5,7,,Clear,clear-day,"60390099999,DAAG"
"Algiers,Algeria",2021-08-14T16:00:00,91.6,96.6,69,47.75,0,0,,,,,3.7,65,1016.2,0,5,507.3,1.8,5,,Clear,clear-day,"60371099999,60381099999,60369099999,60372099999,60394099999,60374099999"
"Algiers,Algeria",2021-08-14T17:00:00,91.4,102.7,75.2,59.27,0,0,,,,,5.8,350,1017,0,6.2,333.9,1.2,3,,Clear,clear-day,"60390099999,DAAG"
"Algiers,Algeria",2021-08-14T18:00:00,91.4,102.7,75.2,59.27,0,0,,,,,5.8,340,1016,0,6.2,145.8,0.5,1,,Clear,clear-day,"60390099999,DAAG"
"Algiers,Algeria",2021-08-14T19:00:00,86.2,96.5,76.1,72.11,0,0,,,,,3.6,37,1015.1,0,6.2,13.6,0,0,,Clear,clear-day,"60390099999,60415099999,60437099999,60369099999,DAAG"
"Algiers,Algeria",2021-08-14T20:00:00,84.2,94.2,77,79.06,0,0,,,,,3.4,350,1016,0,6.2,0,,0,,Clear,clear-night,"60390099999,DAAG"
"Algiers,Algeria",2021-08-14T21:00:00,82.4,90.9,77,83.79,0,0,,,,,1.1,107.5,1017,0,6.2,0,,0,,Clear,clear-night,"60390099999,DAAG"
"Algiers,Algeria",2021-08-14T22:00:00,83.6,85.6,65.6,54.72,0,0,,,,,0,360,1015.4,0,5,0,,0,,Clear,clear-night,"60371099999,60381099999,60369099999,60372099999,60394099999,60374099999"
"Algiers,Algeria",2021-08-14T23:00:00,80.6,86.2,75.2,83.68,0,0,,,,,0,0,1017,0,6.2,0,,0,,Clear,clear-night,"60390099999,DAAG"
"Algiers,Algeria",2021-08-15T00:00:00,80.6,85.3,73.4,78.78,0,0,,,,,2.2,120,1017,0,6.2,0,,0,,Clear,clear-night,"60390099999,DAAG"
"Algiers,Algeria",2021-08-15T01:00:00,81.3,89.1,77.6,88.43,0,0,,,,,1.2,38,1015,0,5.1,0,,0,,Clear,clear-night,"60390099999,60369099999,DAAG"
"Algiers,Algeria",2021-08-15T02:00:00,77,77,73.4,88.68,0,0,,,,,2.2,147.1,1016,0,6.2,0,,0,,Clear,clear-night,"60390099999,DAAG"
"Algiers,Algeria",2021-08-15T03:00:00,77,77,71.6,83.45,0,0,,,,,2.2,160,1016,0,6.2,0,,0,,Clear,clear-night,"60390099999,DAAG"
"Algiers,Algeria",2021-08-15T04:00:00,81.1,82,61.4,51.28,0,0,,,,,2.4,187,1013.5,0,5,0,,0,,Clear,clear-night,"60371099999,60381099999,60369099999,60372099999,60394099999,60374099999"
"Algiers,Algeria",2021-08-15T05:00:00,73.4,73.4,69.8,88.52,0,0,,,,,2.2,160,1015,0,6.2,0,,0,,Clear,clear-night,"60390099999,DAAG"
"Algiers,Algeria",2021-08-15T06:00:00,73.4,73.4,69.8,88.52,0,0,,,,,2.2,175.3,1015,0,6.2,39.4,0.1,0,,Clear,clear-night,"60390099999,DAAG"
"Algiers,Algeria",2021-08-15T07:00:00,81,88,77,87.59,0,0,,,,,0.3,8,1014.3,1.4,4.9,200.7,0.7,2,,Clear,clear-day,"60390099999,60415099999,60437099999,60369099999,DAAG"
"Algiers,Algeria",2021-08-15T08:00:00,80.6,85.3,73.4,78.78,0,0,,,,,5.8,240,1016,0,3.7,403.9,1.5,4,,Clear,clear-day,"60390099999,DAAG"
"Algiers,Algeria",2021-08-15T09:00:00,87.8,92.7,69.8,55.32,0,0,,,,,5.8,270,1016,0,4.3,589.5,2.1,6,,Clear,clear-day,"60390099999,DAAG"
"Algiers,Algeria",2021-08-15T10:00:00,93.2,98,68.5,44.76,0,0,,,,,4.5,118,1014.4,0,3.7,746.5,2.7,7,,Clear,clear-day,"60371099999,60381099999,60369099999,60372099999,60394099999,60374099999"
"Algiers,Algeria",2021-08-15T11:00:00,96.8,105.4,71.6,44.45,0,0,,,,,2.2,281.6,1016,0,6.2,860.8,3.1,9,,Clear,clear-day,"60390099999,DAAG"
"Algiers,Algeria",2021-08-15T12:00:00,103.9,106.6,62.5,26.21,0,0,,,,,4.7,360,1015,14.8,6.2,914.8,3.3,9,,Clear,clear-day,DAAG
"Algiers,Algeria",2021-08-15T13:00:00,88,102.5,78.7,74.17,0,0,,,,,5.1,57,1013.9,1.4,4.5,889,3.2,9,,Clear,clear-day,"60390099999,60415099999,60437099999,60369099999,DAAG"
"Algiers,Algeria",2021-08-15T14:00:00,93.2,105.1,75.2,56.05,0,0,,,,,8.1,10,1015,0,6.2,803.8,2.9,8,,Clear,clear-day,"60390099999,DAAG"
"Algiers,Algeria",2021-08-15T15:00:00,95,98.5,66.2,39.04,0,0,,,,,9.2,350,1015,0,6.2,662,2.4,7,,Clear,clear-day,"60390099999,DAAG"
"Algiers,Algeria",2021-08-15T16:00:00,92,102.4,74.4,56.76,0,0,,,,,9.1,15,1013.3,0,4.3,492.6,1.8,5,,Clear,clear-day,"60371099999,60381099999,60369099999,60372099999,60394099999,60374099999"
"Algiers,Algeria",2021-08-15T17:00:00,96.8,103.6,69.8,41.81,0,0,,,,,5.8,350,1014,27.7,6.2,318.1,1.1,3,,Partially cloudy,partly-cloudy-day,"60390099999,DAAG"
"Algiers,Algeria",2021-08-15T18:00:00,89.6,102.6,77,66.58,0,0,,,,,9.2,350,1014,27.7,6.2,134,0.5,1,,Partially cloudy,partly-cloudy-day,"60390099999,DAAG"
"Algiers,Algeria",2021-08-15T19:00:00,87.2,96.6,74.8,66.84,0,0,,,,,3.7,17,1012.6,1.6,5,12.1,0,0,,Clear,clear-day,"60390099999,60415099999,60437099999,60369099999,DAAG"
"Algiers,Algeria",2021-08-15T20:00:00,84.2,96.1,78.8,83.9,0,0,,,,,6.9,20,1015,27.7,5,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,DAAG"
"Algiers,Algeria",2021-08-15T21:00:00,80.6,86.2,75.2,83.68,0,0,,,,,5.8,80,1015,27.7,5,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,DAAG"
"Algiers,Algeria",2021-08-15T22:00:00,82.2,84.9,67.5,61.12,0,0,,,,,1.1,360,1013.5,0,4.3,0,,0,,Clear,clear-night,"60371099999,60381099999,60369099999,60372099999,60394099999,60374099999"
"Algiers,Algeria",2021-08-15T23:00:00,78.8,78.8,77,94.23,0,0,,,,,1.1,90,1015,0,6.2,0,,0,,Clear,clear-night,"60390099999,DAAG"
"Algiers,Algeria",2021-08-16T00:00:00,78.8,78.8,75.2,88.76,0,0,,,,,2.2,60,1015,0,5,0,,0,,Clear,clear-night,"60390099999,DAAG"
"Algiers,Algeria",2021-08-16T01:00:00,80.7,87.6,77.6,90.4,0,0,,,,,3.5,49,1013.5,0,4.4,0,,0,,Clear,clear-night,"60390099999,60369099999,DAAG"
"Algiers,Algeria",2021-08-16T02:00:00,77,77,73.4,88.68,0,0,,,,,1.1,172.3,1014,0,5,0,,0,,Clear,clear-night,"60390099999,DAAG"
"Algiers,Algeria",2021-08-16T03:00:00,77,77,71.6,83.45,0,0,,,,,2.2,184,1014,0,4.3,0,,0,,Clear,clear-night,"60390099999,DAAG"
"Algiers,Algeria",2021-08-16T04:00:00,79.6,79.6,65.7,62.56,0,0,,,,,2.2,360,1012.5,0,4.3,0,,0,,Clear,clear-night,"60371099999,60381099999,60369099999,60372099999,60394099999,60374099999"
"Algiers,Algeria",2021-08-16T05:00:00,75.2,75.2,73.4,94.15,0,0,,,,,4.7,180,1014,89.1,0.6,0,,0,,Partially cloudy,fog,"60390099999,DAAG"
"Algiers,Algeria",2021-08-16T06:00:00,75.2,75.2,71.6,88.6,0,0,,,,,2.2,215.4,1014,50,1.2,36.1,0.1,0,,Partially cloudy,partly-cloudy-night,"60390099999,DAAG"
"Algiers,Algeria",2021-08-16T07:00:00,81.9,87.4,73.2,75.02,0,0,,,,,1.2,360,1011.7,2.3,3.6,191.6,0.7,2,,Clear,clear-day,"60390099999,60415099999,60437099999,60369099999,DAAG"
"Algiers,Algeria",2021-08-16T08:00:00,78.8,78.8,71.6,78.64,0,0,,,,,2.2,270.9,1014,0,3.7,386.9,1.4,4,,Clear,clear-day,"60390099999,DAAG"
"Algiers,Algeria",2021-08-16T09:00:00,87.8,95.9,73.4,62.5,0,0,,,,,8.1,310,1015,0,3.7,569.8,2.1,6,,Clear,clear-day,"60390099999,DAAG"
"Algiers,Algeria",2021-08-16T10:00:00,87.6,98.9,76.4,69.45,0,0,,,,,4.4,30,1013.4,0,3.7,720,2.6,7,,Clear,clear-day,"60371099999,60381099999,60369099999,60372099999,60394099999,60374099999"
"Algiers,Algeria",2021-08-16T11:00:00,87.8,100,77,70.48,0,0,,,,,9.2,330,1015,0,5,825.3,3,8,,Clear,clear-day,"60390099999,DAAG"
"Algiers,Algeria",2021-08-16T12:00:00,89.6,102.6,77,66.58,0,0,,,,,9.2,360,1015,0,5,875,3.2,9,,Clear,clear-day,"60390099999,DAAG"
"Algiers,Algeria",2021-08-16T13:00:00,88.9,102.6,77.7,69.68,0,0,,,,,5,18,1013.5,11,4.4,885,3.2,9,,Clear,clear-day,"60390099999,60415099999,60437099999,60369099999,DAAG"
"Algiers,Algeria",2021-08-16T14:00:00,93.2,107.6,77,59.5,0,0,,,,,8.1,360,1015,0,5,810.8,2.9,8,,Clear,clear-day,"60390099999,DAAG"
"Algiers,Algeria",2021-08-16T15:00:00,89.6,100.3,75.2,62.72,0,0,,,,,9.2,20,1014,0,5,681.5,2.5,7,,Clear,clear-day,"60390099999,DAAG"
"Algiers,Algeria",2021-08-16T16:00:00,92.6,100.6,72,51.2,0,0,,,,,4.6,27,1012.3,2.7,5.6,512.5,1.8,5,,Clear,clear-day,"60371099999,60381099999,60369099999,60372099999,60394099999,60374099999"
"Algiers,Algeria",2021-08-16T17:00:00,87.8,100,77,70.48,0,0,,,,,9.2,360,1014,0,5,320.3,1.2,3,,Clear,clear-day,"60390099999,DAAG"
"Algiers,Algeria",2021-08-16T18:00:00,86,97.2,77,74.63,0,0,,,,,5.8,10,1014,0,5,132,0.5,1,,Clear,clear-day,"60390099999,DAAG"
"Algiers,Algeria",2021-08-16T19:00:00,83.7,95.1,78.8,85.42,0,0,,,,,3.6,1,1012.2,10.1,5.5,11.1,0,0,,Clear,clear-day,"60390099999,60415099999,60437099999,60369099999,DAAG"
"Algiers,Algeria",2021-08-16T20:00:00,84.2,94.2,77,79.06,0,0,,,,,5.8,40,1014,0,5,0,,0,,Clear,clear-night,"60390099999,DAAG"
"Algiers,Algeria",2021-08-16T21:00:00,82.4,90.9,77,83.79,0,0,,,,,8.1,40,1014,0,5,0,,0,,Clear,clear-night,"60390099999,DAAG"
"Algiers,Algeria",2021-08-16T22:00:00,81.3,91.1,80.4,97.25,0,0,,,,,4.4,20,1013.3,10.9,5.6,0,,0,,Clear,clear-night,"60371099999,60381099999,60369099999,60372099999,60394099999,60374099999"
"Algiers,Algeria",2021-08-16T23:00:00,80.6,88.2,78.8,94.27,0,0,,,,,6.9,20,1015,27.7,5,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,DAAG"
"Algiers,Algeria",2021-08-17T00:00:00,82.4,90.9,77,83.79,0,0,,,,,8.1,70,1015,50,5,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,DAAG"
"Algiers,Algeria",2021-08-17T01:00:00,80.9,88.3,78.1,91.3,0,0,,,,,9.2,41,1013.5,49.5,5.5,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,60369099999,DAAG"
"Algiers,Algeria",2021-08-17T02:00:00,80.6,87.1,77,88.84,0,0,,,,,9.2,20,1014,50,5,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,DAAG"
"Algiers,Algeria",2021-08-17T03:00:00,80.6,87.1,77,88.84,0,0,,,,,9.2,50,1014,50,5,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,DAAG"
"Algiers,Algeria",2021-08-17T04:00:00,79.4,79.4,78.5,97.08,0,0,,,,,15.3,15,1013.6,16.3,5.6,0,,0,,Clear,clear-night,"60371099999,60381099999,60369099999,60372099999,60394099999,60374099999"
"Algiers,Algeria",2021-08-17T05:00:00,80.6,86.2,75.2,83.68,0,0,,,,,15,40,1015,89.1,4.3,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,DAAG"
"Algiers,Algeria",2021-08-17T06:00:00,80.6,86.2,75.2,83.68,0,0,,,,,15,30,1016,89.1,4.3,32.6,0.1,0,,Partially cloudy,partly-cloudy-night,"60390099999,DAAG"
"Algiers,Algeria",2021-08-17T07:00:00,80,80,74.9,84.48,0,0,,,,,13.7,39,1015.3,79.9,5.5,177.3,0.6,2,,Partially cloudy,partly-cloudy-day,"60390099999,60415099999,60437099999,60369099999,DAAG"
"Algiers,Algeria",2021-08-17T08:00:00,82.4,88.3,73.4,74.3,0,0,,,,,13.9,50,1016,89.1,4.3,361.5,1.3,4,,Partially cloudy,partly-cloudy-day,"60390099999,DAAG"
"Algiers,Algeria",2021-08-17T09:00:00,82.4,88.3,73.4,74.3,0,0,,,,,15,60,1017,89.1,5,551.5,2,6,,Partially cloudy,partly-cloudy-day,"60390099999,DAAG"
"Algiers,Algeria",2021-08-17T10:00:00,80.7,88.2,78.4,92.49,0,0,,,,,7.2,343,1015.8,16.3,5,721.3,2.6,7,,Clear,clear-day,"60371099999,60381099999,60369099999,60372099999,60394099999,60374099999"
"Algiers,Algeria",2021-08-17T11:00:00,86,92,71.6,62.28,0,0,,,,,18.3,50,1017,50,6.2,835,3,8,,Partially cloudy,partly-cloudy-day,"60390099999,DAAG"
"Algiers,Algeria",2021-08-17T12:00:00,86,92,71.6,62.28,0,0,,,,,18.3,50,1017,50,6.2,890,3.2,9,,Partially cloudy,partly-cloudy-day,"60390099999,DAAG"
"Algiers,Algeria",2021-08-17T13:00:00,80.4,84.7,72.9,78,0,0,,,,,14.1,21,1016.1,80,5.1,883,3.2,9,,Partially cloudy,partly-cloudy-day,"60390099999,60415099999,60437099999,60369099999,DAAG"
"Algiers,Algeria",2021-08-17T14:00:00,86,92,71.6,62.28,0,0,,,,,20.8,50,1017,50,5,810.8,2.9,8,,Partially cloudy,partly-cloudy-day,"60390099999,DAAG"
"Algiers,Algeria",2021-08-17T15:00:00,86,90.6,69.8,58.58,0,0,,,,,23,50,1017,50,5,680.3,2.4,7,,Partially cloudy,partly-cloudy-day,"60390099999,DAAG"
"Algiers,Algeria",2021-08-17T16:00:00,81.3,86.8,73.8,77.86,0,0,,,,,13.7,20,1015.7,16.7,5.6,514,1.9,5,,Clear,clear-day,"60371099999,60373099999,60381099999,60369099999,60372099999,60374099999"
"Algiers,Algeria",2021-08-17T17:00:00,82.4,86.2,69.8,65.77,0,0,,,,,20.8,50,1016,50,6.2,318.8,1.1,3,,Partially cloudy,partly-cloudy-day,"60390099999,DAAG"
"Algiers,Algeria",2021-08-17T18:00:00,80.6,83.9,69.8,69.74,0,0,,,,,20.8,50,1016,27.7,6.2,129.2,0.5,1,,Partially cloudy,partly-cloudy-day,"60390099999,DAAG"
"Algiers,Algeria",2021-08-17T19:00:00,78.9,78.9,71.6,78.36,0,0,,,,,12,21,1015.4,58.4,6.2,10.4,0,0,,Partially cloudy,partly-cloudy-day,"60390099999,60415099999,60437099999,60369099999,DAAG"
"Algiers,Algeria",2021-08-17T20:00:00,78.8,78.8,69.8,73.97,0,0,,,,,15,50,1016,0,6.2,0,,0,,Clear,clear-night,"60390099999,DAAG"
"Algiers,Algeria",2021-08-17T21:00:00,77,77,69.8,78.5,0,0,,,,,15,60,1017,0,6.2,0,,0,,Clear,clear-night,"60390099999,DAAG"
"Algiers,Algeria",2021-08-17T22:00:00,77.1,77.1,74.1,90.48,0,0,,,,,10.6,21,1016.2,10.9,6.2,0,,0,,Clear,clear-night,"60371099999,60381099999,60369099999,60372099999,60394099999,60374099999"
"Algiers,Algeria",2021-08-17T23:00:00,77,77,69.8,78.5,0,0,,,,,9.2,50,1018,0,6.2,0,,0,,Clear,clear-night,"60390099999,DAAG"
"Algiers,Algeria",2021-08-18T00:00:00,75.2,75.2,69.8,83.34,0,0,,,,,8.1,60,1017,0,6.2,0,,0,,Clear,clear-night,"60390099999,DAAG"
"Algiers,Algeria",2021-08-18T01:00:00,76.2,76.2,71.7,85.84,0,0,,,,,6.6,43,1015.9,39.5,6.2,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,60369099999,DAAG"
"Algiers,Algeria",2021-08-18T02:00:00,73.4,73.4,68,83.22,0,0,,,,,2.2,170,1017,0,6.2,0,,0,,Clear,clear-night,"60390099999,DAAG"
"Algiers,Algeria",2021-08-18T03:00:00,71.6,71.6,68,88.44,0,0,,,,,2.2,250,1016,0,6.2,0,,0,,Clear,clear-night,"60390099999,DAAG"
"Algiers,Algeria",2021-08-18T04:00:00,75.1,75.1,73.8,95.84,0,0,,,,,11.1,16,1015.4,10.9,6.2,0,,0,,Clear,clear-night,"60371099999,60381099999,60369099999,60372099999,60394099999,60374099999"
"Algiers,Algeria",2021-08-18T05:00:00,71.6,71.6,68,88.44,0,0,,,,,3.4,120,1017,0,6.2,0,,0,,Clear,clear-night,"60390099999,DAAG"
"Algiers,Algeria",2021-08-18T06:00:00,73.4,73.4,69.8,88.52,0,0,,,,,0,0,1017,50,6.2,35.5,0.1,0,,Partially cloudy,partly-cloudy-night,"60390099999,DAAG"
"Algiers,Algeria",2021-08-18T07:00:00,76,76,71.6,86.32,0,0,,,,,8.5,43,1016.1,87,6.2,199.9,0.7,2,,Partially cloudy,partly-cloudy-day,"60390099999,60415099999,60437099999,60369099999,DAAG"
"Algiers,Algeria",2021-08-18T08:00:00,77,77,69.8,78.5,0,0,,,,,3.4,60,1018,89.1,6.2,405.8,1.5,4,,Partially cloudy,partly-cloudy-day,"60390099999,DAAG"
"Algiers,Algeria",2021-08-18T09:00:00,78.8,78.8,69.8,73.97,0,0,,,,,5.8,70,1018,50,6.2,600,2.2,6,,Partially cloudy,partly-cloudy-day,"60390099999,DAAG"
"Algiers,Algeria",2021-08-18T10:00:00,78.6,78.6,74.4,86.9,0,0,,,,,10.6,38,1016.6,16.3,6.2,760.3,2.7,8,,Clear,clear-day,"60371099999,60381099999,60369099999,60372099999,60394099999,60374099999"
"Algiers,Algeria",2021-08-18T11:00:00,82.4,85.4,68,61.84,0,0,,,,,10.3,20,1017,50,6.2,871.5,3.1,9,,Partially cloudy,partly-cloudy-day,"60390099999,DAAG"
"Algiers,Algeria",2021-08-18T12:00:00,84.2,87.4,68,58.35,0,0,,,,,13.9,50,1017,27.7,6.2,924,3.3,9,,Partially cloudy,partly-cloudy-day,"60390099999,DAAG"
"Algiers,Algeria",2021-08-18T13:00:00,78,78,71,79.03,0,0,,,,,13.9,40,1016.1,9.6,6.2,918,3.3,9,,Clear,clear-day,"60390099999,60415099999,60437099999,60369099999,DAAG"
"Algiers,Algeria",2021-08-18T14:00:00,84.2,87.4,68,58.35,0,0,,,,,19.7,40,1016,0,6.2,846.5,3,8,,Clear,clear-day,"60390099999,DAAG"
"Algiers,Algeria",2021-08-18T15:00:00,86,88.4,66.2,51.76,0,0,,,,,18.3,50,1016,0,6.2,719.8,2.6,7,,Clear,clear-day,"60390099999,DAAG"
"Algiers,Algeria",2021-08-18T16:00:00,81.4,85.2,70.4,69.32,0,0,,,,,8.3,33,1014.8,0,6.2,548.3,2,5,,Clear,clear-day,"60371099999,60381099999,60369099999,60372099999,60394099999,60374099999"
"Algiers,Algeria",2021-08-18T17:00:00,84.2,87.4,68,58.35,0,0,,,,,17.2,50,1015,0,6.2,347.8,1.3,3,,Clear,clear-day,"60390099999,DAAG"
"Algiers,Algeria",2021-08-18T18:00:00,80.6,83.3,68,65.57,0,0,,,,,15,50,1015,0,6.2,145.3,0.5,1,,Clear,clear-day,"60390099999,DAAG"
"Algiers,Algeria",2021-08-18T19:00:00,76.6,76.6,69.6,79.13,0,0,,,,,4,22,1013.9,0,6.2,11.1,0,0,,Clear,clear-day,"60390099999,60415099999,60437099999,60369099999,DAAG"
"Algiers,Algeria",2021-08-18T20:00:00,77,77,68,73.8,0,0,,,,,12.8,70,1015,0,6.2,0,,0,,Clear,clear-night,"60390099999,DAAG"
"Algiers,Algeria",2021-08-18T21:00:00,75.2,75.2,68,78.35,0,0,,,,,8.1,40,1015,0,6.2,0,,0,,Clear,clear-night,"60390099999,DAAG"
"Algiers,Algeria",2021-08-18T22:00:00,74.4,74.4,72.3,93.43,0,0,,,,,6,16,1013.7,0,6.2,0,,0,,Clear,clear-night,"60371099999,60381099999,60369099999,60372099999,60394099999,60374099999"
"Algiers,Algeria",2021-08-18T23:00:00,73.4,73.4,66.2,78.21,0,0,,,,,3.4,90,1014,27.7,6.2,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,DAAG"
"Algiers,Algeria",2021-08-19T00:00:00,73.4,73.4,66.2,78.21,0,0,,,,,4.7,50,1014,0,6.2,0,,0,,Clear,clear-night,"60390099999,DAAG"
"Algiers,Algeria",2021-08-19T01:00:00,74.3,74.3,68.9,83.39,0,0,,,,,3.4,4,1012.4,0,6.2,0,,0,,Clear,clear-night,"60390099999,60369099999,DAAG"
"Algiers,Algeria",2021-08-19T02:00:00,71.6,71.6,64.4,78.06,0,0,,,,,1.1,88.7,1013,0,6.2,0,,0,,Clear,clear-night,"60390099999,DAAG"
"Algiers,Algeria",2021-08-19T03:00:00,69.8,69.8,64.4,82.99,0,0,,,,,3.4,60,1013,0,6.2,0,,0,,Clear,clear-night,"60390099999,DAAG"
"Algiers,Algeria",2021-08-19T04:00:00,72.8,72.8,70.4,92.15,0,0,,,,,3.3,357,1011.1,0,6.2,0,,0,,Clear,clear-night,"60371099999,60381099999,60369099999,60372099999,60394099999,60374099999"
"Algiers,Algeria",2021-08-19T05:00:00,68,68,62.6,82.87,0,0,,,,,2.2,210,1012,0,6.2,0,,0,,Clear,clear-night,"60390099999,DAAG"
"Algiers,Algeria",2021-08-19T06:00:00,68,68,62.6,82.87,0,0,,,,,1.1,75.8,1012,27.7,6.2,31.8,0.1,0,,Partially cloudy,partly-cloudy-night,"60390099999,DAAG"
"Algiers,Algeria",2021-08-19T07:00:00,73.3,73.3,68.1,83.62,0,0,,,,,3.3,312,1011.6,29.8,6.2,167.4,0.6,2,,Partially cloudy,partly-cloudy-day,"60390099999,60415099999,60437099999,60369099999,DAAG"
"Algiers,Algeria",2021-08-19T08:00:00,75.2,75.2,68,78.35,0,0,,,,,3.4,250,1013,50,6.2,357.5,1.3,4,,Partially cloudy,partly-cloudy-day,"60390099999,DAAG"
"Algiers,Algeria",2021-08-19T09:00:00,78.8,78.8,66.2,65.36,0,0,,,,,4.7,250,1013,50,6.2,569.5,2.1,6,,Partially cloudy,partly-cloudy-day,"60390099999,DAAG"
"Algiers,Algeria",2021-08-19T10:00:00,77.1,77.1,70.3,79.5,0,0,,,,,5.5,35,1012.4,8.3,5.6,708.8,2.6,7,,Clear,clear-day,"60371099999,60373099999,60381099999,60369099999,60372099999,60374099999"
"Algiers,Algeria",2021-08-19T11:00:00,84.2,86.5,66.2,54.83,0,0,,,,,3.4,346.7,1013,27.7,6.2,829.5,3,8,,Partially cloudy,partly-cloudy-day,"60390099999,DAAG"
"Algiers,Algeria",2021-08-19T12:00:00,89.6,92.3,66.2,46.18,0,0,,,,,3.4,335.7,1013,0,6.2,887.3,3.2,9,,Clear,clear-day,"60390099999,DAAG"
"Algiers,Algeria",2021-08-19T13:00:00,78,78,70.5,77.78,0,0,,,,,3.9,19,1012.1,28.5,5.9,886,3.2,9,,Partially cloudy,partly-cloudy-day,"60390099999,60415099999,60437099999,60369099999,DAAG"
"Algiers,Algeria",2021-08-19T14:00:00,87.8,91.5,68,52.01,0,0,,,,,10.3,40,1012,0,6.2,812.8,2.9,8,,Clear,clear-day,"60390099999,DAAG"
